userId,itemId
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,63
2,80
2,81
2,82
2,83
2,84
2,85
2,86
2,87
2,88
2,89
3,93
3,94
3,95
3,96
3,97
3,98
3,99
3,100
3,101
3,102
4,106
4,107
4,108
4,109
4,110
4,111
4,112
4,113
4,114
5,118
5,119
5,120
5,121
5,122
5,123
5,124
5,125
5,126
5,127
5,85
5,128
5,129
5,130
5,131
5,132
5,133
5,134
5,135
5,136
5,137
6,144
6,145
6,146
6,85
6,147
6,148
6,149
6,150
6,151
6,152
6,153
6,154
6,155
7,160
7,161
7,162
7,163
7,164
7,165
7,166
7,167
7,168
8,172
8,173
8,174
8,175
8,176
8,177
8,178
8,179
8,180
8,181
8,182
8,183
8,184
8,185
8,186
8,187
8,188
8,189
8,190
8,152
8,191
8,192
8,193
8,194
8,195
8,196
8,197
8,198
8,199
8,200
8,201
8,202
8,203
9,213
9,214
9,215
9,216
9,217
9,218
9,219
9,220
10,223
10,224
10,225
10,226
10,227
10,228
10,229
10,230
11,233
11,234
11,235
11,236
11,237
11,238
11,239
11,240
11,241
11,242
11,243
11,244
11,245
11,85
11,246
11,247
11,248
11,249
11,250
11,251
11,252
11,136
11,253
11,254
11,255
11,256
11,257
11,258
11,259
11,260
11,261
11,262
11,263
11,130
11,264
11,265
12,275
12,276
12,277
12,278
12,279
12,280
12,281
12,282
12,283
13,287
13,288
13,289
13,290
13,291
13,292
13,293
13,294
13,295
13,296
13,297
13,298
13,299
13,300
13,301
13,302
13,303
13,304
13,305
13,306
13,307
13,308
13,309
13,310
13,311
13,312
13,313
13,314
13,315
14,324
14,325
14,326
14,327
14,328
14,329
14,330
14,331
14,332
14,333
14,334
14,335
14,336
14,337
14,338
14,339
14,340
14,341
14,342
14,343
14,344
14,345
14,346
14,347
14,348
14,349
14,350
14,351
15,359
15,360
15,145
15,361
15,362
15,363
15,364
15,365
15,366
15,367
15,368
15,369
16,373
16,374
16,375
16,376
16,377
16,378
16,379
16,380
16,381
16,382
16,122
16,383
16,384
16,385
16,386
16,387
16,388
16,389
16,390
16,391
16,392
16,85
16,106
16,393
16,394
16,395
16,396
16,113
16,397
16,398
16,399
16,400
16,401
16,402
16,403
16,404
16,405
16,406
16,407
16,408
16,409
16,410
17,422
17,423
17,424
17,425
17,426
17,427
17,428
17,429
18,432
18,433
18,434
18,435
18,436
18,437
18,438
18,439
18,440
19,444
19,445
19,446
19,447
19,448
19,449
19,450
19,451
19,452
19,453
19,454
19,455
19,456
19,457
19,458
19,459
19,460
19,461
19,462
19,463
19,464
19,465
20,119
20,472
20,473
20,474
20,475
20,476
20,477
20,478
21,481
21,482
21,483
21,484
21,485
21,486
21,487
21,488
21,489
21,490
21,491
22,495
22,496
22,497
22,498
22,499
22,500
22,501
22,502
22,503
22,504
22,505
22,487
22,506
22,507
22,508
22,509
22,510
22,511
22,512
22,513
23,374
23,82
23,98
23,519
23,520
23,521
23,85
23,522
23,523
23,524
23,525
23,526
23,415
23,527
23,528
23,393
23,529
23,530
23,531
23,532
23,533
24,539
24,540
24,541
24,542
24,543
24,544
24,545
24,546
24,547
24,548
24,549
24,550
24,551
24,552
24,553
24,554
24,555
24,556
24,557
24,558
24,559
24,560
24,561
24,562
24,563
24,564
24,565
24,566
24,567
24,568
24,569
24,570
24,571
24,572
24,573
24,574
24,575
24,448
24,576
24,577
24,578
24,579
24,580
24,581
24,582
24,583
24,584
24,585
24,586
24,587
24,294
24,588
24,589
24,590
24,591
24,592
24,593
24,594
24,595
24,596
24,597
24,598
24,599
24,600
24,601
24,602
24,603
24,604
24,605
24,606
24,607
24,608
24,609
24,610
24,611
24,612
24,613
24,614
24,615
24,616
24,617
24,618
24,619
24,620
24,621
24,622
24,623
24,624
24,625
24,626
24,627
24,628
24,629
24,630
24,631
24,632
24,633
24,634
24,635
24,636
24,637
24,638
24,639
24,640
24,641
24,642
24,643
24,644
24,645
24,646
24,647
24,648
24,455
24,649
24,650
24,651
24,652
24,653
24,456
24,654
24,655
24,656
24,657
24,658
24,659
24,660
24,661
24,662
24,663
24,664
24,665
24,666
24,667
24,668
24,669
24,670
24,671
24,672
24,673
24,674
24,675
24,676
24,677
24,678
24,679
24,680
24,681
24,682
24,683
24,684
24,685
24,686
24,687
24,688
24,689
24,690
24,691
24,692
24,693
24,694
24,695
24,696
24,697
24,698
24,699
24,700
24,701
24,702
24,703
24,704
24,705
24,706
24,707
24,320
24,708
24,709
24,710
24,711
24,712
24,713
24,714
24,715
24,716
24,717
24,718
24,719
24,720
24,721
24,722
24,723
24,724
24,725
24,304
24,726
24,727
24,728
24,729
24,730
24,731
24,732
24,733
24,734
24,735
24,736
24,737
24,738
24,739
24,740
24,741
24,742
24,743
24,744
24,745
24,746
24,747
24,748
24,749
24,750
24,751
24,752
24,753
24,754
24,755
24,756
24,757
24,758
24,759
24,760
24,761
24,762
24,763
24,764
24,765
24,766
24,767
24,768
24,769
24,770
24,771
24,772
24,773
24,774
24,775
24,776
24,777
24,778
24,779
24,780
24,781
24,782
24,783
24,784
24,785
24,786
24,787
24,788
24,789
24,790
24,791
24,792
24,146
24,793
24,794
24,795
24,796
24,797
24,798
24,799
24,800
24,801
24,802
24,803
24,804
24,805
24,806
24,807
24,808
24,809
24,810
24,811
24,812
24,813
24,814
24,815
24,816
24,817
24,818
24,819
24,820
24,821
24,822
24,823
24,824
24,825
24,826
24,827
24,828
24,829
24,830
24,831
24,832
24,833
24,834
24,835
24,836
24,837
24,838
24,839
24,840
24,841
24,842
24,843
24,844
24,845
24,846
24,847
24,848
24,849
24,850
24,851
24,852
24,853
24,854
24,855
24,856
24,470
24,857
24,858
24,859
24,860
24,861
24,862
24,863
25,946
25,947
25,948
25,949
25,950
25,951
25,952
25,953
25,954
26,958
26,959
26,960
26,961
26,962
26,963
26,489
26,964
26,965
26,966
26,967
26,968
27,972
27,973
27,193
27,974
27,975
27,976
27,977
27,978
28,981
28,982
28,983
28,984
28,985
28,986
28,987
28,988
28,989
28,990
28,991
28,992
29,175
29,496
29,678
29,974
29,996
29,997
29,998
29,999
30,1002
30,1003
30,1004
30,292
30,1005
30,1006
30,1007
30,169
30,1008
30,1009
30,1010
30,1011
30,1012
30,1013
30,1014
30,1015
30,1016
30,1017
30,1018
30,1019
30,1020
30,1021
30,1022
30,1023
30,1024
30,1025
30,1026
30,1027
30,1028
30,1029
30,1030
30,1031
30,1032
30,1033
30,1034
30,1035
30,1036
30,1037
30,1038
30,1039
30,1040
31,1052
31,1053
31,1054
31,1055
31,1056
31,1057
31,1058
31,1059
32,1063
32,1064
32,1065
32,1066
32,1067
32,1068
32,1069
32,1070
32,1071
32,1072
32,1073
33,1077
33,1078
33,1079
33,1080
33,1081
33,1082
33,1083
33,1084
33,1085
33,1086
33,1087
33,970
33,1088
33,1089
34,1094
34,1095
34,1096
34,1097
34,1098
34,1099
34,1100
34,1101
34,1102
34,1103
34,1104
34,1105
35,1110
35,1111
35,1112
35,1113
35,1114
35,1115
35,1116
35,1117
35,1118
35,1119
35,1120
35,1121
35,1122
35,1123
35,1124
35,1125
35,1126
35,1127
35,1128
35,1129
35,1130
35,1131
35,1132
35,1133
35,1134
35,1135
35,1136
35,1137
35,1138
35,1139
35,1140
35,1141
35,1142
35,1143
35,1144
35,1145
35,1146
35,1147
35,1148
35,1149
35,1150
35,1151
35,1152
35,1153
35,1154
35,1155
35,1156
35,1157
35,1158
35,1159
35,1160
35,1161
35,1162
35,1163
35,1164
36,1178
36,1179
36,1180
36,1181
36,1182
36,1183
36,1184
36,1185
36,463
36,1186
36,1187
36,1188
37,1192
37,1193
37,1194
37,1195
37,1196
37,1197
37,1198
37,1199
37,1200
37,1201
37,1202
37,1203
37,1204
37,1205
37,1206
37,1207
37,1208
37,1209
37,1210
37,1211
38,1218
38,1219
38,1220
38,1190
38,1221
38,1222
38,1223
38,1224
39,1228
39,1229
39,1230
39,1231
39,1232
39,1233
39,136
39,1234
39,1235
39,1236
39,1237
39,1238
39,1239
39,1240
39,384
39,1241
39,1242
40,1247
40,1248
40,1249
40,1250
40,1251
40,1252
40,1253
40,1254
41,1257
41,1258
41,1259
41,1260
41,1133
41,1261
41,1262
41,1263
42,1266
42,1267
42,650
42,1268
42,1269
42,725
42,1270
42,1271
42,917
43,1275
43,1276
43,444
43,570
43,1178
43,1277
43,1278
43,573
43,1279
43,1280
43,1281
43,652
43,1036
43,1282
43,653
43,1283
43,1284
43,694
43,1285
43,1286
43,1287
43,1288
43,1289
43,1290
43,1291
43,1292
43,1293
43,1294
43,1295
43,715
43,725
43,1296
43,1297
43,1298
43,1299
43,1300
43,1301
43,1302
43,1303
43,307
43,1304
43,1305
43,911
43,1306
43,1307
43,733
43,1308
43,320
44,1321
44,1322
44,1323
44,179
44,1324
44,1325
44,1326
44,1327
44,1328
44,1329
44,1330
44,1331
44,1332
45,1336
45,1337
45,1338
45,1339
45,1340
45,1341
45,1342
45,1343
45,961
45,1344
45,1345
45,1346
45,1347
45,1348
45,1349
45,1350
45,1351
45,1352
45,1353
45,964
45,1354
45,1355
45,1356
45,1357
45,438
45,1358
46,1365
46,1366
46,1367
46,1009
46,1368
46,1369
46,1370
46,1371
46,1372
46,1373
46,1374
46,1375
46,1376
46,1377
46,1378
46,957
47,1383
47,1384
47,1385
47,1386
47,1387
47,1388
47,1389
47,1390
48,1393
48,1394
48,1395
48,1396
48,1397
48,1398
48,1399
48,1400
49,1402
49,1403
49,1404
49,1405
49,1406
49,1407
49,1408
49,1409
49,1410
49,1161
49,1411
49,1412
49,1413
50,1418
50,1419
50,1420
50,1421
50,1422
50,1423
50,1424
50,1425
50,1426
50,1427
50,1428
50,1429
50,1430
51,233
51,1435
51,1436
51,1437
51,1438
51,1439
51,1440
51,145
51,1441
51,1442
51,1443
51,1444
51,1445
51,1446
51,253
51,136
51,1447
51,1448
51,1449
51,1055
51,257
51,1450
51,1451
51,1452
51,1453
51,534
51,1454
52,1462
52,1463
52,1464
52,1465
52,974
52,1466
52,1467
52,191
52,1468
52,1469
53,1473
53,1474
53,1475
53,1476
53,1477
53,1478
53,1479
53,1480
53,1469
53,1481
53,1482
53,1483
53,1484
53,1485
53,1486
53,1331
53,1487
53,1488
53,1489
53,1490
53,1491
53,1492
53,1493
53,1494
54,1501
54,1502
54,1503
54,1504
54,200
54,1505
54,1506
54,1507
54,1508
54,1472
54,1509
55,1513
55,1514
55,1515
55,1005
55,1201
55,1516
55,1517
55,1518
55,1519
56,1522
56,1523
56,1524
56,1525
56,1526
56,1527
56,1528
56,1529
56,1530
56,1531
56,1532
56,1533
56,1534
56,1535
56,1536
56,1537
57,1542
57,1543
57,1544
57,112
57,1545
57,1546
57,1239
57,1547
58,1550
58,1551
58,645
58,1552
58,850
58,1553
58,1554
58,919
58,1555
58,931
59,1558
59,1559
59,1560
59,1561
59,1562
59,1563
59,1564
59,1565
60,1567
60,1568
60,1569
60,1570
60,1571
60,1572
60,1573
60,1574
60,1575
60,1576
60,1577
60,1578
60,1579
60,1580
61,1585
61,1586
61,497
61,179
61,1587
61,1588
61,186
61,1589
61,1590
61,1591
61,1592
61,997
61,1593
61,1594
61,1595
62,1600
62,1601
62,1602
62,1603
62,1604
62,1605
62,1606
62,1607
63,1611
63,333
63,1612
63,1613
63,1614
63,1615
63,1616
63,1617
63,1618
64,1621
64,1622
64,1623
64,595
64,1624
64,1625
64,1626
64,1627
64,671
64,711
64,1628
64,802
64,645
64,1629
64,1630
64,1631
64,1632
64,1633
64,585
64,704
64,1187
64,811
65,1638
65,1639
65,1640
65,1641
65,1151
65,1642
65,1643
65,1644
65,1645
65,1386
66,1649
66,1650
66,1111
66,1651
66,1652
66,1653
66,1654
66,1655
66,1656
66,1657
66,1658
66,1659
66,1660
66,1516
66,83
66,1661
66,108
66,1662
66,1663
66,363
66,1664
66,1665
66,398
66,1666
66,1667
66,1668
66,1669
66,1670
66,1671
66,1672
66,148
66,1673
66,1674
66,1675
66,270
66,1676
66,1677
67,1079
67,1197
67,1516
67,1688
67,1689
67,1690
67,217
67,1206
67,1212
67,1691
67,1692
68,1585
68,1696
68,1503
68,1588
68,176
68,1697
68,1599
68,1698
68,1699
68,1700
68,1701
69,1178
69,1704
69,1705
69,1706
69,1272
69,1707
69,1708
69,1709
70,1712
70,1713
70,1714
70,1715
70,1716
70,1717
70,1718
70,1719
70,1720
71,1005
71,1724
71,1725
71,1726
71,1727
71,1728
71,1729
71,1730
71,1731
72,1734
72,1735
72,850
72,181
72,186
72,1736
72,678
72,1467
72,1737
72,1738
72,1739
